opening_t,gross_t,losses_t,after_inflow_t,served_t,served_critical_t,closing_t,shortage_t,shortage_critical_t,at,until,year,storage_id,demand_t,critical_demand_t,inventory_t_year,holding_mln
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-302,-301,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-301,-300,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-300,-299,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-299,-298,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-298,-297,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-297,-296,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-296,-295,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-295,-294,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-294,-293,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-293,-292,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-292,-291,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-291,-290,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-290,-289,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-289,-288,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-288,-287,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-287,-286,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-286,-285,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-285,-284,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-284,-283,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-283,-282,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-282,-281,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-281,-280,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-280,-279,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-279,-278,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-278,-277,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-277,-276,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-276,-275,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-275,-274,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-274,-273,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-273,-272,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-272,-271,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-271,-270,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-270,-269,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-269,-268,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-268,-267,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-267,-266,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-266,-265,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-265,-264,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-264,-263,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-263,-262,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-262,-261,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-261,-260,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-260,-259,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-259,-258,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-258,-257,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-257,-256,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-256,-255,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-255,-254,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-254,-253,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-253,-252,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-252,-251,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-251,-250,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-250,-249,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-249,-248,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-248,-247,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-247,-246,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-246,-245,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-245,-244,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-244,-243,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-243,-242,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-242,-241,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-241,-240,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-240,-239,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-239,-238,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-238,-237,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-237,-236,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-236,-235,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-235,-234,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-234,-233,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-233,-232,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-232,-231,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-231,-230,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-230,-229,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-229,-228,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-228,-227,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-227,-226,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-226,-225,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-225,-224,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-224,-223,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-223,-222,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-222,-221,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-221,-220,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-220,-219,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-219,-218,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-218,-217,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-217,-216,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-216,-215,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-215,-214,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-214,-213,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-213,-212,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-212,-211,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-211,-210,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-210,-209,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-209,-208,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-208,-207,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-207,-206,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-206,-205,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-205,-204,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-204,-203,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-203,-202,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-202,-201,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-201,-200,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-200,-199,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-199,-198,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-198,-197,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-197,-196,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-196,-195,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-195,-194,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-194,-193,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-193,-192,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-192,-191,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-191,-190,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-190,-189,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-189,-188,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-188,-187,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-187,-186,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-186,-185,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-185,-184,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-184,-183,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-183,-182,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-182,-181,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-181,-180,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-180,-179,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-179,-178,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-178,-177,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-177,-176,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-176,-175,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-175,-174,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-174,-173,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-173,-172,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-172,-171,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-171,-170,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-170,-169,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-169,-168,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-168,-167,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-167,-166,2034,BASE,0E-30,0E-30,0E-33,0E-35
0.000,0,0.000,0.000,0.000,0.000,0.000,0E-30,0E-30,-166,-165,2034,BASE,0E-30,0E-30,0E-33,0E-35
